ASBID,CATEGORY,PROPERTY,OBJECT,DATATYPE
QM0O899X,,BWNR,B115,
QM0O899X,,TEIL_BWNR,0,
QM0O899X,,IBWNR,B115,
QM0O899X,,IDENT,QM0O899X,
QM0O899X,,AMT,533,text
QM0O899X,,PRUFJAHR,2019,year
QM0O899X,,PRA,H,
QM0O899X,,TEXT, ,text
QM0O899X,,KONT_JN,2,
QM0O899X,,NOT_KONST,0,
QM0O899X,,KONVERT,0,
QM0O899X,,SCHAD_ID,43.0,
QM0O899X,,BSP_ID,230-20,
QM0O899X,,BAUTLGRUP,390022180000000,
QM0O899X,,DETAILKONT,0,
4B0W1X56,,ID_NR,B115    0,
4B0W1X56,,BAUTEIL,130011151000000,
4B0W1X56,,KONTEIL,130022211112000,
4B0W1X56,,ZWGRUPPE,0,
4B0W1X56,,SCHADEN,130047210000000,
4B0W1X56,,MENGE_ALL,130052400000000,
4B0W1X56,,MENGE_DI,0,
4B0W1X56,,UEBERBAU,130071000000000,
4B0W1X56,,FELD,0,
4B0W1X56,,LAENGS,0,
4B0W1X56,,QUER,130101300000000,
4B0W1X56,,HOCH,0,
4B0W1X56,,BEWERT_D,1,
4B0W1X56,,BEWERT_V,0,
4B0W1X56,,BEWERT_S,1,
4B0W1X56,,S_VERAEND,0,
4B0W1X56,,BEMERK1,0,text
4B0W1X56,,BEMERK2,0,text
4B0W1X56,,BEMERK3,0,text
4B0W1X56,,BEMERK4,0,text
4B0W1X56,,BEMERK5,0,text
4B0W1X56,,BEMERK6,0,text
4B0W1X56,,BWNR,B115,
4B0W1X56,,TEIL_BWNR,0,
4B0W1X56,,IBWNR,B115,
4B0W1X56,,IDENT,4B0W1X56,
4B0W1X56,,AMT,533,text
4B0W1X56,,PRUFJAHR,2010,year
4B0W1X56,,PRA,E,
4B0W1X56,,KONT_JN,2,
4B0W1X56,,NOT_KONST,0,
4B0W1X56,,KONVERT,0,
4B0W1X56,,SCHAD_ID,24.0,
4B0W1X56,,BSP_ID,252-08,
4B0W1X56,,BAUTLGRUP,390022220000000,
4B0W1X56,,DETAILKONT,0,
4B0W1X6R,,ID_NR,B115    0,
4B0W1X6R,,BAUTEIL,130011914000000,
4B0W1X6R,,KONTEIL,0,
4B0W1X6R,,ZWGRUPPE,0,
4B0W1X6R,,SCHADEN,130047110000000,
4B0W1X6R,,MENGE_ALL,130053300000000,
4B0W1X6R,,MENGE_DI,0,
4B0W1X6R,,UEBERBAU,130071000000000,
4B0W1X6R,,FELD,130084100000000,
4B0W1X6R,,LAENGS,0,
4B0W1X6R,,QUER,130101100000000,
4B0W1X6R,,HOCH,0,
4B0W1X6R,,BEWERT_D,1,
4B0W1X6R,,BEWERT_V,0,
4B0W1X6R,,BEWERT_S,0,
4B0W1X6R,,S_VERAEND,0,
4B0W1X6R,,BEMERK1,0,text
4B0W1X6R,,BEMERK2,0,text
4B0W1X6R,,BEMERK3,0,text
4B0W1X6R,,BEMERK4,0,text
4B0W1X6R,,BEMERK5,0,text
4B0W1X6R,,BEMERK6,0,text
4B0W1X6R,,BWNR,B115,
4B0W1X6R,,TEIL_BWNR,0,
4B0W1X6R,,IBWNR,B115,
4B0W1X6R,,IDENT,4B0W1X6R,
4B0W1X6R,,AMT,533,text
4B0W1X6R,,PRUFJAHR,2010,year
4B0W1X6R,,PRA,E,
4B0W1X6R,,TEXT, ,text
4B0W1X6R,,BILD,\FREIE BEWEHRUNG 4.JPG,
4B0W1X6R,,KONT_JN,2,
4B0W1X6R,,NOT_KONST,0,
4B0W1X6R,,KONVERT,0,
4B0W1X6R,,SCHAD_ID,50.0,
4B0W1X6R,,BSP_ID,020-99,
4B0W1X6R,,BAUTLGRUP,390021200000000,
4B0W1X6R,,DETAILKONT,0,
4B0W1X67,,ID_NR,B115    0,
4B0W1X67,,LFDNR,0.0,
4B0W1X67,,BAUTEIL,130011151000000,
4B0W1X67,,KONTEIL,130022121110000,
4B0W1X67,,ZWGRUPPE,0,
4B0W1X67,,SCHADEN,130048123000000,
4B0W1X67,,MENGE_ALL,130051500000000,
4B0W1X67,,MENGE_DI,0,
4B0W1X67,,UEBERBAU,130071000000000,
4B0W1X67,,FELD,0,
4B0W1X67,,LAENGS,0,
4B0W1X67,,QUER,130101100000000,
4B0W1X67,,HOCH,0,
4B0W1X67,,BEWERT_D,0,
4B0W1X67,,BEWERT_V,0,
4B0W1X67,,BEWERT_S,0,
4B0W1X67,,S_VERAEND,0,
4B0W1X67,,BEMERK1,0,text
4B0W1X67,,BEMERK2,0,text
4B0W1X67,,BEMERK3,0,text
4B0W1X67,,BEMERK4,0,text
4B0W1X67,,BEMERK5,0,text
4B0W1X67,,BEMERK6,0,text
4B0W1X67,,BWNR,B115,
4B0W1X67,,TEIL_BWNR,0,
4B0W1X67,,IBWNR,B115,
4B0W1X67,,IDENT,4B0W1X67,
4B0W1X67,,AMT,533,text
4B0W1X67,,PRUFJAHR,2010,year
4B0W1X67,,PRA,E,
4B0W1X67,,TEXT,h=98cm,text
4B0W1X67,,KONT_JN,2,
4B0W1X67,,NOT_KONST,0,
4B0W1X67,,KONVERT,0,
4B0W1X67,,SCHAD_ID,73.0,
4B0W1X67,,BSP_ID,231-09,
4B0W1X67,,BAUTLGRUP,390022210000000,
4B0W1X67,,DETAILKONT,0,
4B0W1X84,,ID_NR,B115    0,
4B0W1X84,,LFDNR,29.0,
4B0W1X84,,BAUTEIL,130011000000000,
4B0W1X84,,KONTEIL,130022510000000,
4B0W1X84,,ZWGRUPPE,0,
4B0W1X84,,SCHADEN,130045700000000,
4B0W1X84,,MENGE_ALL,130052600000000,
4B0W1X84,,MENGE_DI,0,
4B0W1X84,,UEBERBAU,130071000000000,
4B0W1X84,,FELD,0,
4B0W1X84,,LAENGS,0,
4B0W1X84,,QUER,0,
4B0W1X84,,HOCH,0,
4B0W1X84,,BEWERT_D,2,
4B0W1X84,,BEWERT_V,0,
4B0W1X84,,BEWERT_S,0,
4B0W1X84,,S_VERAEND,0,
4B0W1X84,,BEMERK1,0,text
4B0W1X84,,BEMERK2,0,text
4B0W1X84,,BEMERK3,0,text
4B0W1X84,,BEMERK4,0,text
4B0W1X84,,BEMERK5,0,text
4B0W1X84,,BEMERK6,0,text
4B0W1X84,,BWNR,B115,
4B0W1X84,,TEIL_BWNR,0,
4B0W1X84,,IBWNR,B115,
4B0W1X84,,IDENT,4B0W1X84,
4B0W1X84,,AMT,533,text
4B0W1X84,,PRUFJAHR,2004,year
4B0W1X84,,PRA,E,
4B0W1X84,,KONT_JN,0,
4B0W1X84,,NOT_KONST,0,
4B0W1X84,,KONVERT,0,
4B0W1X84,,BAUTLGRUP,390022250000000,
4B0W1X84,,DETAILKONT,0,
4B0W1X95,,ID_NR,B115    0,
4B0W1X95,,BAUTEIL,130011151000000,
4B0W1X95,,KONTEIL,130021833000000,
4B0W1X95,,ZWGRUPPE,0,
4B0W1X95,,SCHADEN,130046120000000,
4B0W1X95,,MENGE_ALL,130051800000000,
4B0W1X95,,MENGE_DI,0,
4B0W1X95,,UEBERBAU,130071000000000,
4B0W1X95,,FELD,0,
4B0W1X95,,LAENGS,0,
4B0W1X95,,QUER,130101300000000,
4B0W1X95,,HOCH,0,
4B0W1X95,,BEWERT_D,1,
4B0W1X95,,BEWERT_V,0,
4B0W1X95,,BEWERT_S,0,
4B0W1X95,,S_VERAEND,0,
4B0W1X95,,BEMERK1,0,text
4B0W1X95,,BEMERK2,0,text
4B0W1X95,,BEMERK3,0,text
4B0W1X95,,BEMERK4,0,text
4B0W1X95,,BEMERK5,0,text
4B0W1X95,,BEMERK6,0,text
4B0W1X95,,BWNR,B115,
4B0W1X95,,TEIL_BWNR,0,
4B0W1X95,,IBWNR,B115,
4B0W1X95,,IDENT,4B0W1X95,
4B0W1X95,,AMT,533,text
4B0W1X95,,PRUFJAHR,2010,year
4B0W1X95,,PRA,E,
4B0W1X95,,TEXT, ,text
4B0W1X95,,BILD,\DURCHFEUCHTUNG.JPG,
4B0W1X95,,KONT_JN,0,
4B0W1X95,,NOT_KONST,0,
4B0W1X95,,KONVERT,0,
4B0W1X95,,SCHAD_ID,113.0,
4B0W1X95,,BSP_ID,999-99-99,
4B0W1X95,,BAUTLGRUP,390022180000000,
4B0W1X95,,DETAILKONT,0,
4B0W1X66,,ID_NR,B115    0,
4B0W1X66,,BAUTEIL,130011151000000,
4B0W1X66,,KONTEIL,130021800000000,
4B0W1X66,,ZWGRUPPE,130031100000000,
4B0W1X66,,SCHADEN,130044320000000,
4B0W1X66,,MENGE_ALL,130051800000000,
4B0W1X66,,MENGE_DI,0,
4B0W1X66,,UEBERBAU,130071000000000,
4B0W1X66,,FELD,0,
4B0W1X66,,LAENGS,0,
4B0W1X66,,QUER,130101300000000,
4B0W1X66,,HOCH,0,
4B0W1X66,,BEWERT_D,1,
4B0W1X66,,BEWERT_V,0,
4B0W1X66,,BEWERT_S,0,
4B0W1X66,,S_VERAEND,0,
4B0W1X66,,BEMERK1,0,text
4B0W1X66,,BEMERK2,0,text
4B0W1X66,,BEMERK3,0,text
4B0W1X66,,BEMERK4,0,text
4B0W1X66,,BEMERK5,0,text
4B0W1X66,,BEMERK6,0,text
4B0W1X66,,BWNR,B115,
4B0W1X66,,TEIL_BWNR,0,
4B0W1X66,,IBWNR,B115,
4B0W1X66,,IDENT,4B0W1X66,
4B0W1X66,,AMT,533,text
4B0W1X66,,PRUFJAHR,2010,year
4B0W1X66,,PRA,E,
4B0W1X66,,TEXT, ,text
4B0W1X66,,BILD,\GROBPORIG.JPG,
4B0W1X66,,KONT_JN,1,
4B0W1X66,,NOT_KONST,0,
4B0W1X66,,KONVERT,0,
4B0W1X66,,SCHAD_ID,77.0,
4B0W1X66,,BSP_ID,230-99,
4B0W1X66,,BAUTLGRUP,390022180000000,
4B0W1X66,,DETAILKONT,0,
ZO12CE4Q,,ID_NR,B115    0,
ZO12CE4Q,,BAUTEIL,130011914000000,
ZO12CE4Q,,KONTEIL,0,
ZO12CE4Q,,ZWGRUPPE,0,
ZO12CE4Q,,SCHADEN,130043324000000,
ZO12CE4Q,,MENGE_ALL,130053500000000,
ZO12CE4Q,,MENGE_DI,0,
ZO12CE4Q,,UEBERBAU,130071000000000,
ZO12CE4Q,,FELD,130084100000000,
ZO12CE4Q,,LAENGS,0,
ZO12CE4Q,,QUER,130101100000000,
ZO12CE4Q,,HOCH,130113000000000,
ZO12CE4Q,,BEWERT_D,1,
ZO12CE4Q,,BEWERT_V,0,
ZO12CE4Q,,BEWERT_S,0,
ZO12CE4Q,,S_VERAEND,0,
ZO12CE4Q,,BEMERK1,0,text
ZO12CE4Q,,BEMERK2,0,text
ZO12CE4Q,,BEMERK3,0,text
ZO12CE4Q,,BEMERK4,0,text
ZO12CE4Q,,BEMERK5,0,text
ZO12CE4Q,,BEMERK6,0,text
ZO12CE4Q,,BWNR,B115,
ZO12CE4Q,,TEIL_BWNR,0,
ZO12CE4Q,,IBWNR,B115,
ZO12CE4Q,,IDENT,ZO12CE4Q,
ZO12CE4Q,,AMT,533,text
ZO12CE4Q,,PRUFJAHR,2013,year
ZO12CE4Q,,PRA,H,
ZO12CE4Q,,TEXT, ,text
ZO12CE4Q,,BILD,\HOHLKLINGENDE BETONFLÄCHE 2013.JPG,
ZO12CE4Q,,KONT_JN,2,
ZO12CE4Q,,NOT_KONST,0,
ZO12CE4Q,,KONVERT,0,
ZO12CE4Q,,SCHAD_ID,58.0,
ZO12CE4Q,,BSP_ID,020-99,
ZO12CE4Q,,BAUTLGRUP,390021200000000,
ZO12CE4Q,,DETAILKONT,0,
ZO11TVVN,,ID_NR,B115    0,
ZO11TVVN,,BAUTEIL,130011151000000,
ZO11TVVN,,KONTEIL,130022121111000,
ZO11TVVN,,ZWGRUPPE,0,
ZO11TVVN,,SCHADEN,130041410000000,
ZO11TVVN,,MENGE_ALL,130051800000000,
ZO11TVVN,,MENGE_DI,0,
ZO11TVVN,,UEBERBAU,130071000000000,
ZO11TVVN,,FELD,0,
ZO11TVVN,,LAENGS,0,
ZO11TVVN,,QUER,130101300000000,
ZO11TVVN,,HOCH,0,
ZO11TVVN,,BEWERT_D,1,
ZO11TVVN,,BEWERT_V,0,
ZO11TVVN,,BEWERT_S,0,
ZO11TVVN,,S_VERAEND,0,
ZO11TVVN,,BEMERK1,0,text
ZO11TVVN,,BEMERK2,0,text
ZO11TVVN,,BEMERK3,0,text
ZO11TVVN,,BEMERK4,0,text
ZO11TVVN,,BEMERK5,0,text
ZO11TVVN,,BEMERK6,0,text
ZO11TVVN,,BWNR,B115,
ZO11TVVN,,TEIL_BWNR,0,
ZO11TVVN,,IBWNR,B115,
ZO11TVVN,,IDENT,ZO11TVVN,
ZO11TVVN,,AMT,533,text
ZO11TVVN,,PRUFJAHR,2013,year
ZO11TVVN,,PRA,H,
ZO11TVVN,,TEXT,zerkratzt,text
ZO11TVVN,,BILD,\VERKRATZTES GELÄNDER 2013.JPG,
ZO11TVVN,,KONT_JN,2,
ZO11TVVN,,NOT_KONST,0,
ZO11TVVN,,KONVERT,0,
ZO11TVVN,,SCHAD_ID,99.0,
ZO11TVVN,,BSP_ID,231-99,
ZO11TVVN,,BAUTLGRUP,390022210000000,
ZO11TVVN,,DETAILKONT,0,
MB0TLAFR,,ID_NR,B115    0,
MB0TLAFR,,LFDNR,41.0,
MB0TLAFR,,BAUTEIL,130011151000000,
MB0TLAFR,,KONTEIL,130022211112000,
MB0TLAFR,,ZWGRUPPE,0,
MB0TLAFR,,SCHADEN,130047210000000,
MB0TLAFR,,MENGE_ALL,130052400000000,
MB0TLAFR,,MENGE_DI,0,
MB0TLAFR,,UEBERBAU,130071000000000,
MB0TLAFR,,FELD,0,
MB0TLAFR,,LAENGS,0,
MB0TLAFR,,QUER,130101300000000,
MB0TLAFR,,HOCH,0,
MB0TLAFR,,BEWERT_D,1,
MB0TLAFR,,BEWERT_V,0,
MB0TLAFR,,BEWERT_S,1,
MB0TLAFR,,S_VERAEND,0,
MB0TLAFR,,BEMERK1,0,text
MB0TLAFR,,BEMERK2,0,text
MB0TLAFR,,BEMERK3,0,text
MB0TLAFR,,BEMERK4,0,text
MB0TLAFR,,BEMERK5,0,text
MB0TLAFR,,BEMERK6,0,text
MB0TLAFR,,BWNR,B115,
MB0TLAFR,,TEIL_BWNR,0,
MB0TLAFR,,IBWNR,B115,
MB0TLAFR,,IDENT,MB0TLAFR,
MB0TLAFR,,AMT,533,text
MB0TLAFR,,PRUFJAHR,2019,year
MB0TLAFR,,PRA,H,
MB0TLAFR,,BILD,\BESCHICHTUNG AM ROHR ABGEBLÄTTERT.JPG,
MB0TLAFR,,KONT_JN,2,
MB0TLAFR,,NOT_KONST,0,
MB0TLAFR,,KONVERT,0,
MB0TLAFR,,SCHAD_ID,24.0,
MB0TLAFR,,BSP_ID,252-08,
MB0TLAFR,,BAUTLGRUP,390022220000000,
MB0TLAFR,,DETAILKONT,0,
ZO12C7LV,,ID_NR,B115    0,
ZO12C7LV,,BAUTEIL,130011914000000,
ZO12C7LV,,KONTEIL,0,
ZO12C7LV,,ZWGRUPPE,0,
ZO12C7LV,,SCHADEN,130043344000000,
ZO12C7LV,,MENGE_ALL,130053500000000,
ZO12C7LV,,MENGE_DI,0,
ZO12C7LV,,UEBERBAU,130071000000000,
ZO12C7LV,,FELD,0,
ZO12C7LV,,LAENGS,130091300000000,
ZO12C7LV,,QUER,130101100000000,
ZO12C7LV,,HOCH,0,
ZO12C7LV,,BEWERT_D,2,
ZO12C7LV,,BEWERT_V,0,
ZO12C7LV,,BEWERT_S,0,
ZO12C7LV,,S_VERAEND,0,
ZO12C7LV,,BEMERK1,0,text
ZO12C7LV,,BEMERK2,0,text
ZO12C7LV,,BEMERK3,0,text
ZO12C7LV,,BEMERK4,0,text
ZO12C7LV,,BEMERK5,0,text
ZO12C7LV,,BEMERK6,0,text
ZO12C7LV,,BWNR,B115,
ZO12C7LV,,TEIL_BWNR,0,
ZO12C7LV,,IBWNR,B115,
ZO12C7LV,,IDENT,ZO12C7LV,
ZO12C7LV,,AMT,533,text
ZO12C7LV,,PRUFJAHR,2013,year
ZO12C7LV,,PRA,H,
ZO12C7LV,,TEXT, ,text
ZO12C7LV,,BILD,\AUSBRUCHSTELLE 2013.JPG,
ZO12C7LV,,KONT_JN,2,
ZO12C7LV,,NOT_KONST,0,
ZO12C7LV,,KONVERT,0,
ZO12C7LV,,SCHAD_ID,128.0,
ZO12C7LV,,BSP_ID,020-99,
ZO12C7LV,,BAUTLGRUP,390021200000000,
ZO12C7LV,,DETAILKONT,0,
4B0W1X7M,,ID_NR,B115    0,
4B0W1X7M,,LFDNR,84.0,
4B0W1X7M,,BAUTEIL,130011000000000,
4B0W1X7M,,KONTEIL,130021637100000,
4B0W1X7M,,ZWGRUPPE,130031319000000,
4B0W1X7M,,SCHADEN,130043233400000,
4B0W1X7M,,MENGE_ALL,130052300000000,
4B0W1X7M,,MENGE_DI,0,
4B0W1X7M,,UEBERBAU,130071000000000,
4B0W1X7M,,FELD,0,
4B0W1X7M,,LAENGS,130091300000000,
4B0W1X7M,,QUER,130101200000000,
4B0W1X7M,,HOCH,0,
4B0W1X7M,,BEWERT_D,1,
4B0W1X7M,,BEWERT_V,1,
4B0W1X7M,,BEWERT_S,0,
4B0W1X7M,,S_VERAEND,0,
4B0W1X7M,,BEMERK1,0,text
4B0W1X7M,,BEMERK2,0,text
4B0W1X7M,,BEMERK3,0,text
4B0W1X7M,,BEMERK4,0,text
4B0W1X7M,,BEMERK5,0,text
4B0W1X7M,,BEMERK6,0,text
4B0W1X7M,,BWNR,B115,
4B0W1X7M,,TEIL_BWNR,0,
4B0W1X7M,,IBWNR,B115,
4B0W1X7M,,IDENT,4B0W1X7M,
4B0W1X7M,,AMT,533,text
4B0W1X7M,,PRUFJAHR,2007,year
4B0W1X7M,,PRA,H,
4B0W1X7M,,TEXT, ,text
4B0W1X7M,,BILD,\BLECH HERAUSSTEHEND.JPG,
4B0W1X7M,,KONT_JN,2,
4B0W1X7M,,NOT_KONST,0,
4B0W1X7M,,KONVERT,0,
4B0W1X7M,,SCHAD_ID,84.0,
4B0W1X7M,,BSP_ID,225-99,
4B0W1X7M,,BAUTLGRUP,390022160000000,
4B0W1X7M,,DETAILKONT,0,
4B0W1X6Q,,ID_NR,B115    0,
4B0W1X6Q,,BAUTEIL,130011914000000,
4B0W1X6Q,,KONTEIL,0,
4B0W1X6Q,,ZWGRUPPE,130031100000000,
4B0W1X6Q,,SCHADEN,130046120000000,
4B0W1X6Q,,MENGE_ALL,130052300000000,
4B0W1X6Q,,MENGE_DI,0,
4B0W1X6Q,,UEBERBAU,130071000000000,
4B0W1X6Q,,FELD,130084100000000,
4B0W1X6Q,,LAENGS,0,
4B0W1X6Q,,QUER,130101100000000,
4B0W1X6Q,,HOCH,130113000000000,
4B0W1X6Q,,BEWERT_D,1,
4B0W1X6Q,,BEWERT_V,0,
4B0W1X6Q,,BEWERT_S,0,
4B0W1X6Q,,S_VERAEND,0,
4B0W1X6Q,,BEMERK1,0,text
4B0W1X6Q,,BEMERK2,0,text
4B0W1X6Q,,BEMERK3,0,text
4B0W1X6Q,,BEMERK4,0,text
4B0W1X6Q,,BEMERK5,0,text
4B0W1X6Q,,BEMERK6,0,text
4B0W1X6Q,,BWNR,B115,
4B0W1X6Q,,TEIL_BWNR,0,
4B0W1X6Q,,IBWNR,B115,
4B0W1X6Q,,IDENT,4B0W1X6Q,
4B0W1X6Q,,AMT,533,text
4B0W1X6Q,,PRUFJAHR,2010,year
4B0W1X6Q,,PRA,E,
4B0W1X6Q,,TEXT,Fahrbahnübergang undicht,text
4B0W1X6Q,,KONT_JN,2,
4B0W1X6Q,,NOT_KONST,0,
4B0W1X6Q,,KONVERT,0,
4B0W1X6Q,,SCHAD_ID,59.0,
4B0W1X6Q,,BSP_ID,021-99,
4B0W1X6Q,,BAUTLGRUP,390021200000000,
4B0W1X6Q,,DETAILKONT,0,
4B0W1X8B,,ID_NR,B115    0,
4B0W1X8B,,LFDNR,35.0,
4B0W1X8B,,BAUTEIL,130011151000000,
4B0W1X8B,,KONTEIL,130021831000000,
4B0W1X8B,,ZWGRUPPE,0,
4B0W1X8B,,SCHADEN,130044340000000,
4B0W1X8B,,MENGE_ALL,130052600000000,
4B0W1X8B,,MENGE_DI,0,
4B0W1X8B,,UEBERBAU,130071000000000,
4B0W1X8B,,FELD,0,
4B0W1X8B,,LAENGS,0,
4B0W1X8B,,QUER,130101300000000,
4B0W1X8B,,HOCH,0,
4B0W1X8B,,BEWERT_D,1,
4B0W1X8B,,BEWERT_V,0,
4B0W1X8B,,BEWERT_S,0,
4B0W1X8B,,S_VERAEND,0,
4B0W1X8B,,BEMERK1,0,text
4B0W1X8B,,BEMERK2,0,text
4B0W1X8B,,BEMERK3,0,text
4B0W1X8B,,BEMERK4,0,text
4B0W1X8B,,BEMERK5,0,text
4B0W1X8B,,BEMERK6,0,text
4B0W1X8B,,BWNR,B115,
4B0W1X8B,,TEIL_BWNR,0,
4B0W1X8B,,IBWNR,B115,
4B0W1X8B,,IDENT,4B0W1X8B,
4B0W1X8B,,AMT,533,text
4B0W1X8B,,PRUFJAHR,2004,year
4B0W1X8B,,PRA,E,
4B0W1X8B,,KONT_JN,0,
4B0W1X8B,,NOT_KONST,0,
4B0W1X8B,,KONVERT,0,
4B0W1X8B,,BAUTLGRUP,390022180000000,
4B0W1X8B,,DETAILKONT,0,
ZO10YFR4,,ID_NR,B115    0,
ZO10YFR4,,BAUTEIL,130011151000000,
ZO10YFR4,,KONTEIL,0,
ZO10YFR4,,ZWGRUPPE,130031136100000,
ZO10YFR4,,SCHADEN,130041220000000,
ZO10YFR4,,MENGE_ALL,130052600000000,
ZO10YFR4,,MENGE_DI,0,
ZO10YFR4,,UEBERBAU,130071000000000,
ZO10YFR4,,FELD,0,
ZO10YFR4,,LAENGS,0,
ZO10YFR4,,QUER,0,
ZO10YFR4,,HOCH,130115600000000,
ZO10YFR4,,BEWERT_D,1,
ZO10YFR4,,BEWERT_V,0,
ZO10YFR4,,BEWERT_S,0,
ZO10YFR4,,S_VERAEND,0,
ZO10YFR4,,BEMERK1,0,text
ZO10YFR4,,BEMERK2,0,text
ZO10YFR4,,BEMERK3,0,text
ZO10YFR4,,BEMERK4,0,text
ZO10YFR4,,BEMERK5,0,text
ZO10YFR4,,BEMERK6,0,text
ZO10YFR4,,BWNR,B115,
ZO10YFR4,,TEIL_BWNR,0,
ZO10YFR4,,IBWNR,B115,
ZO10YFR4,,IDENT,ZO10YFR4,
ZO10YFR4,,AMT,533,text
ZO10YFR4,,PRUFJAHR,2013,year
ZO10YFR4,,PRA,H,
ZO10YFR4,,TEXT," 1 Stützenreihe, mittlere Stütze",text
ZO10YFR4,,BILD,\BINDEDRAHT- UND SCHALUNGSRESTE 2013.JPG,
ZO10YFR4,,KONT_JN,2,
ZO10YFR4,,NOT_KONST,0,
ZO10YFR4,,KONVERT,0,
ZO10YFR4,,SCHAD_ID,3.0,
ZO10YFR4,,BSP_ID,002-99,
ZO10YFR4,,BAUTLGRUP,390021100000000,
ZO10YFR4,,DETAILKONT,0,
4B0W1X6W,,ID_NR,B115    0,
4B0W1X6W,,LFDNR,56.0,
4B0W1X6W,,BAUTEIL,130011912200000,
4B0W1X6W,,KONTEIL,0,
4B0W1X6W,,ZWGRUPPE,130031100000000,
4B0W1X6W,,SCHADEN,130044320000000,
4B0W1X6W,,MENGE_ALL,130051800000000,
4B0W1X6W,,MENGE_DI,0,
4B0W1X6W,,UEBERBAU,130071000000000,
4B0W1X6W,,FELD,130083100000000,
4B0W1X6W,,LAENGS,0,
4B0W1X6W,,QUER,0,
4B0W1X6W,,HOCH,0,
4B0W1X6W,,BEWERT_D,1,
4B0W1X6W,,BEWERT_V,0,
4B0W1X6W,,BEWERT_S,0,
4B0W1X6W,,S_VERAEND,0,
4B0W1X6W,,BEMERK1,0,text
4B0W1X6W,,BEMERK2,0,text
4B0W1X6W,,BEMERK3,0,text
4B0W1X6W,,BEMERK4,0,text
4B0W1X6W,,BEMERK5,0,text
4B0W1X6W,,BEMERK6,0,text
4B0W1X6W,,BWNR,B115,
4B0W1X6W,,TEIL_BWNR,0,
4B0W1X6W,,IBWNR,B115,
4B0W1X6W,,IDENT,4B0W1X6W,
4B0W1X6W,,AMT,533,text
4B0W1X6W,,PRUFJAHR,2007,year
4B0W1X6W,,PRA,H,
4B0W1X6W,,TEXT, ,text
4B0W1X6W,,BILD,\BETON GROBPORIG.JPG,
4B0W1X6W,,KONT_JN,2,
4B0W1X6W,,NOT_KONST,0,
4B0W1X6W,,KONVERT,0,
4B0W1X6W,,SCHAD_ID,56.0,
4B0W1X6W,,BSP_ID,021-07,
4B0W1X6W,,BAUTLGRUP,390021200000000,
4B0W1X6W,,DETAILKONT,0,
4B0W1X6V,,ID_NR,B115    0,
4B0W1X6V,,LFDNR,55.0,
4B0W1X6V,,BAUTEIL,130011900000000,
4B0W1X6V,,KONTEIL,0,
4B0W1X6V,,ZWGRUPPE,130031136000000,
4B0W1X6V,,SCHADEN,130041220000000,
4B0W1X6V,,MENGE_ALL,130051500000000,
4B0W1X6V,,MENGE_DI,0,
4B0W1X6V,,UEBERBAU,130071000000000,
4B0W1X6V,,FELD,130083700000000,
4B0W1X6V,,LAENGS,0,
4B0W1X6V,,QUER,0,
4B0W1X6V,,HOCH,0,
4B0W1X6V,,BEWERT_D,2,
4B0W1X6V,,BEWERT_V,0,
4B0W1X6V,,BEWERT_S,1,
4B0W1X6V,,S_VERAEND,0,
4B0W1X6V,,BEMERK1,0,text
4B0W1X6V,,BEMERK2,0,text
4B0W1X6V,,BEMERK3,0,text
4B0W1X6V,,BEMERK4,0,text
4B0W1X6V,,BEMERK5,0,text
4B0W1X6V,,BEMERK6,0,text
4B0W1X6V,,BWNR,B115,
4B0W1X6V,,TEIL_BWNR,0,
4B0W1X6V,,IBWNR,B115,
4B0W1X6V,,IDENT,4B0W1X6V,
4B0W1X6V,,AMT,533,text
4B0W1X6V,,PRUFJAHR,2007,year
4B0W1X6V,,PRA,H,
4B0W1X6V,,TEXT,Styropor in der Fuge Kammerwand-Überbau und Kragarm-Schürze,text
4B0W1X6V,,BILD,\STYRODOR NICHT ENTFERNT.JPG,
4B0W1X6V,,KONT_JN,2,
4B0W1X6V,,NOT_KONST,0,
4B0W1X6V,,KONVERT,0,
4B0W1X6V,,SCHAD_ID,55.0,
4B0W1X6V,,BSP_ID,001-99,
4B0W1X6V,,BAUTLGRUP,390021200000000,
4B0W1X6V,,DETAILKONT,0,
4B0W1X4L,,ID_NR,B115    0,
4B0W1X4L,,LFDNR,12.0,
4B0W1X4L,,BAUTEIL,130011151000000,
4B0W1X4L,,KONTEIL,130021800000000,
4B0W1X4L,,ZWGRUPPE,130031140000000,
4B0W1X4L,,SCHADEN,130048119000000,
4B0W1X4L,,MENGE_ALL,130053200000000,
4B0W1X4L,,MENGE_DI,0,
4B0W1X4L,,UEBERBAU,130071000000000,
4B0W1X4L,,FELD,0,
4B0W1X4L,,LAENGS,0,
4B0W1X4L,,QUER,130101200000000,
4B0W1X4L,,HOCH,0,
4B0W1X4L,,BEWERT_D,1,
4B0W1X4L,,BEWERT_V,0,
4B0W1X4L,,BEWERT_S,0,
4B0W1X4L,,S_VERAEND,0,
4B0W1X4L,,BEMERK1,0,text
4B0W1X4L,,BEMERK2,0,text
4B0W1X4L,,BEMERK3,0,text
4B0W1X4L,,BEMERK4,0,text
4B0W1X4L,,BEMERK5,0,text
4B0W1X4L,,BEMERK6,0,text
4B0W1X4L,,BWNR,B115,
4B0W1X4L,,TEIL_BWNR,0,
4B0W1X4L,,IBWNR,B115,
4B0W1X4L,,IDENT,4B0W1X4L,
